model,session_date,session_window,count,total_setups,activated_trades,invalidated_before_entry,avg_mfe_r,median_mfe_r,win_rate,avg_rr,avg_decision_score,expectancy,gross_managed_expectancy,managed_expectancy,avg_managed_outcome_r,avg_execution_cost_r,target_before_invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,invalidation_rate,avg_time_to_entry,avg_time_to_invalidation,avg_time_to_1r,avg_time_to_2r,same_bar_ambiguous_count,no_trade_reason_count
turtle_soup,2025-11-02,08:30-12:00,1,1,1,0,0.776739,0.776739,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,18.0,,,0,1
turtle_soup,2025-11-12,08:30-12:00,1,1,1,0,3.076806,3.076806,1.0,2.0,60.0,2.0,1.0,0.882412,0.882412,0.117588,1.0,1.0,1.0,0.0,1.0,,1.0,2.0,0,1
turtle_soup,2025-11-13,08:30-12:00,1,1,1,0,0.457092,0.457092,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-11-17,08:30-12:00,1,1,1,0,2.793395,2.793395,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,2.0,2.0,0,1
turtle_soup,2025-11-20,08:30-12:00,1,1,1,0,0.223553,0.223553,0.0,2.0,60.0,-1.0,-1.0,-1.088091,-1.088091,0.088091,0.0,0.0,0.0,1.0,1.0,2.0,,,0,1
turtle_soup,2025-11-29,08:30-12:00,1,1,1,0,1.067202,1.067202,0.0,2.0,80.0,-1.0,1.0,0.875,0.875,0.125,0.0,1.0,0.0,1.0,1.0,9.0,4.0,,0,1
turtle_soup,2025-12-06,08:30-12:00,1,1,1,0,1.001946,1.001946,0.0,2.0,60.0,-1.0,1.0,0.875,0.875,0.125,0.0,1.0,0.0,1.0,1.0,23.0,16.0,,0,1
turtle_soup,2025-12-08,08:30-12:00,1,1,1,0,1.952979,1.952979,0.0,2.0,60.0,-1.0,1.0,0.875,0.875,0.125,0.0,1.0,0.0,1.0,1.0,21.0,11.0,,0,1
turtle_soup,2025-12-13,08:30-12:00,1,1,1,0,0.461115,0.461115,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,4.0,,,0,1
turtle_soup,2025-12-16,08:30-12:00,1,1,1,0,0.256293,0.256293,0.0,2.0,60.0,-1.0,-1.0,-1.062472,-1.062472,0.062472,0.0,0.0,0.0,1.0,1.0,4.0,,,0,1
turtle_soup,2025-12-17,08:30-12:00,1,1,1,0,0.671097,0.671097,0.0,2.0,60.0,0.671097,0.214288,0.183972,0.183972,0.030316,0.0,0.0,0.0,0.0,1.0,,,,0,1
turtle_soup,2025-12-19,08:30-12:00,1,1,1,0,1.907885,1.907885,0.0,2.0,80.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
turtle_soup,2025-12-21,08:30-12:00,1,1,1,0,2.473063,2.473063,1.0,2.0,60.0,2.0,1.0,0.875,0.875,0.125,1.0,1.0,1.0,0.0,1.0,,11.0,20.0,0,1
turtle_soup,2025-12-23,08:30-12:00,1,1,1,0,1.571303,1.571303,0.0,2.0,60.0,-1.0,1.0,0.875,0.875,0.125,0.0,1.0,0.0,1.0,1.0,5.0,2.0,,0,1
turtle_soup,2025-12-26,08:30-12:00,1,1,1,0,1.111506,1.111506,0.0,2.0,60.0,1.111506,1.0,0.875,0.875,0.125,0.0,1.0,0.0,0.0,1.0,,11.0,,0,1
turtle_soup,2025-12-30,08:30-12:00,1,1,1,0,0.387175,0.387175,0.0,2.0,60.0,-1.0,-1.0,-1.125,-1.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,,,0,1
